$KEY used	id	name	category	type	attribute	random_spawn	image	fang_item_id	level	hp	attack	defense	exp	thinking_type_id	move_type	sight_type	sight_type_num	skill_on_attack	speed	no_attack_twice	option	skill_prob	skill_option[]	skill_name[]	skill_code[]	skill_option[]	skill_name[]	skill_code[]	skill_option[]	skill_name[]	skill_code[]	soul_name[]	soul_cond[]	soul_code[]	soul_name[]	soul_cond[]	soul_code[]	soul_name[]	soul_cond[]	soul_code[]	promote_id	depromote_id	rare_id	animation_id	show_library	show_hitpoint_gauge	desc	spec	flavor	
〇	94	プチサキュバス	サキュバス系	monster		〇	68	94	1	70	18	4	50	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1			25		レベルドレイン	(direct_attack(), SkillWaitFastWater, [nothing()])\n(direct_attack(), LevelDrain, [level_down(1)])																95			4	○	○	飛行移動\nレベルを1下げてくる		もっと美味しいケーキを出して！\nこんなんじゃダメね♪	
〇	95	サキュバス	サキュバス系	monster		〇	94	95	2	100	34	12	300	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1			25		レベルドレイン	(direct_attack(), SkillWaitFastWater, [nothing()])\n(direct_attack(), LevelDrain, [level_down(1)])																96	94		4	○	○	飛行移動\nレベルを1下げてくる		まだまだ満足できないわ。\nもっと美味しいケーキを\n持ってきてちょーだい♪	
〇	96	モデルサキュバス	サキュバス系	monster		〇	220	96	3	180	70	23	900	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1			25		レベルドレイン	(direct_attack(), SkillWaitFastWater, [nothing()])\n(direct_attack(), LevelDrain, [level_down(2)])																97	95		4	○	○	飛行移動\nレベルを2下げてくる		あはははっ！この美しい体に触れたい？燃えてもいいならいくらでも抱きしめてあげる♪	
〇	97	セレブサキュバス	サキュバス系	monster		〇	580	97	4	250	120	40	1800	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1			25		レベルドレイン	(direct_attack(), SkillWaitFastWater, [nothing()])\n(direct_attack(), LevelDrain, [level_down(3)])																	96		4	○	○	飛行移動\nレベルを3下げてくる		身も心も涼やかな、真夏に最適な\n魔界フレーバーはいかが？\n味わう前に魂が凍りつかないなら、ね♪	
〇	98	ホワイトエンジェル	エンジェル系	monster		〇	233	98	1	70	20	6	100	102	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(skill_cooldown: 5, skill_for_ours: true)	25		回復魔法	(around_any(5), SkillWaitFastWater, [nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(around_any(5, limit:3,target:ours), none, [heal(amount:50, hit_effect:HitHealEx),clear_status(status_group:bad_status)])																99			4	○	○	逃げ飛行移動\nモンスターを回復して悪い状態異常を解除		清らかなる神の子よ。\n我と共に悪を滅しようではないか。	
〇	99	エクスシア	エンジェル系	monster		〇	222	99	2	100	34	11	500	102	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(skill_cooldown: 5, skill_for_ours: true)	25		回復魔法	(around_any(5), SkillWaitFastWater, [nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(around_any(5, limit:3,target:ours), none, [heal(amount:100, hit_effect:HitHealEx),clear_status(status_group:bad_status)])																100	98		4	○	○	逃げ飛行移動\nモンスターを回復して悪い状態異常を解除		神に逆らう、愚かな子羊たちよ。\nわれらが唯一神の言葉を、\n再び聞かせてあげましょう。	
〇	100	メタトロン	エンジェル系	monster		〇	617	100	3	170	70	22	1500	102	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(skill_cooldown: 5, skill_for_ours: true)	25		回復魔法	(around_any(5), SkillWaitFastWater, [nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(around_any(5, limit:3,target:ours), none, [heal(amount:200, hit_effect:HitHealEx),clear_status(status_group:bad_status)])																	99		4	○	○	逃げ飛行移動\nモンスターを回復して悪い状態異常を解除		すべての天使よ、私に跪きなさい。\n終わりなき栄光の神話は私のもとに紡がれ、やがて世界を一つにするでしょう。	
〇	101	モフりん	モフりん系	monster		〇	750	101	1	30	7	1	10	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(skill_cooldown: 5)	25		パチリ	(around_any(3), SkillWaitFastWater, [Nothing()])\n(around_any(3, limit:1,target:without_obj), SensitiveThunder, [set_status(255,status:[paralyze])])																102			4	○	○	飛行移動\nかなしばり魔法を放つ		モフ？モフモフもふ？	
〇	102	モフモフりん	モフりん系	monster		〇	750	102	2	85	20	6	100	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(skill_cooldown: 5)	25		パチリ	(around_any(3), SkillWaitFastWater, [Nothing()])\n(around_any(3, limit:1,target:without_obj), SensitiveThunder, [set_status(255,status:[paralyze])])																103	101		4	○	○	飛行移動\nかなしばり魔法を放つ		モフモフもふっふ！\nもふ！　も、もふ！？	
〇	103	ケセランパセラン	モフりん系	monster		〇	749	103	3	150	70	30	1000	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(skill_cooldown: 5)	25		パチリ	(around_any(3), SkillWaitFastWater, [Nothing()])\n(around_any(3, limit:1,target:without_obj), SensitiveThunder, [set_status(255,status:[paralyze])])																	102		4	○	○	飛行移動\nかなしばり魔法を放つ		もふー！\nモフモフ綿毛をばら撒くモフ！	
〇	104	みけエル	猫天使系	monster		〇	309	104	2	70	21	6	150	102	fly	normal		(direct_attack(), NormalMagic, [attack(100,attribute:normal_attack, hit_effect:NormalMagicHit)])	1		(skill_cooldown: 5)	25		もふもふ猫魔法	(around_any(5), SkillWaitFastWater, [nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(self(), SkillMusic, [random_skill(skill_lot:[(113, 10), (114, 10),(115, 10),(116, 10)])])																105			4	○	○	モンスターを強化するランダム魔法を放つ		わがにゃは天界の軍団長みけエル！\n3つの天使団を束ねているのにゃ！\n管理職は大変だにゃん！	
〇	105	にゃんダルフォン	猫天使系	monster		〇	274	105	3	110	37	12	750	102	fly	normal		(direct_attack(), NormalMagic, [attack(100,attribute:normal_attack, hit_effect:NormalMagicHit)])	1		(skill_cooldown: 5)	25		もふもふ猫魔法	(around_any(5), SkillWaitFastWater, [nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(self(), SkillMusic, [random_skill(skill_lot:[(117, 10), (118, 10),(119, 10),(120, 10)])])																106	104		4	○	○	モンスターを強化するランダム魔法を放つ		わがにゃは幽閉所の支配者\nにゃんダルフォン！\n悪いやつは閉じ込めてやるにゃん！	
〇	106	しゃむシエル	猫天使系	monster		〇	568	106	4	170	70	22	1500	102	fly	normal		(direct_attack(), NormalMagic, [attack(100,attribute:normal_attack, hit_effect:NormalMagicHit)])	1		(skill_cooldown: 5)	25		もふもふ猫魔法	(around_any(5), SkillWaitFastWater, [nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(self(), SkillMusic, [random_skill(skill_lot:[(117, 10), (118, 10),(119, 10),(120, 10)])])																107	105		4	○	○	モンスターを強化するランダム魔法を放つ		我が輩は天界の軍団長しゃむシエル！\n今日も猫かぶって上司に報告だにゃん。	
〇	107	プリンシパリティ	猫天使系	monster		〇	111	107	5	240	100	34	3000	102	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1			25		もふもふ大権現	(around_any(5), SkillWaitFastWater, [nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(self(), SkillMusic, [random_skill(skill_lot:[(121, 10), (122, 10),(123, 10),(124, 10)])])																	106		4	○	○	モンスターを強化するランダム魔法を放つ		猫を被るのはもうやめだ！！\nぬぅん！　我が絶対の正義を見よ！！	
〇	108	ゴースト	ゴースト系	monster	undead	〇	150	108	1	40	14	2	20	301	move_any	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																						109			4	○	○	ふらふら飛行移動\n壁の中を移動できる		どろん！\nうらめしや～。だよ。\nどろろん！	
〇	109	ゴーストランたん	ゴースト系	monster	undead	〇	414	109	2	80	30	8	180	301	move_any	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																						110	108		4	○	○	ふらふら飛行移動\n壁の中を移動できる		お菓子とイタズラだーい好き♪\nさて今日はどんなイタズラしようかな？\nみんなの驚く顔が大好きなのっ♪	
〇	110	ゴーストメジェド	ゴースト系	monster	undead	〇	557	110	3	110	48	12	600	101	move_any	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	2	〇																					111	109		4	○	○	倍速飛行移動(攻撃は1回まで)\n壁の中を移動できる		きみも、おれの正体が気になるのかい？\nだがこの中身は乙女の恋文のようなもの\nみだりに暴いてはならない禁域なのさ。	
〇	111	死神	ゴースト系	monster	undead	〇	556	111	4	200	80	30	1800	101	move_any	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	2																							110		4	○	○	倍速飛行移動\n壁の中を移動できる		私は死神……。\n私に抗っても無駄よ。\n死の前にはすべて平等だから……。	
〇	112	戦女神	女神系	monster		〇	250	112	2	70	19	5	40	101	walk	normal		(direct_attack(), StrongSlash, [attack(100,attribute:normal_attack, hit_effect:StrongSlashHit)])	1																						113			15	○	○	特殊能力なし		高らかに勝利の歌を歌いましょう。\n我が軍勢、ただ前進あるのみです。	
〇	113	ベテラン戦女神	女神系	monster		〇	249	113	3	100	30	10	200	101	walk	normal		(direct_attack(), StrongSlash, [attack(100,attribute:normal_attack, hit_effect:StrongSlashHit)])	1																						114	112		15	○	○	特殊能力なし		さぁ、勇気を持って武器を取りなさい！\nこの盾が掲げられる限り、我らが軍勢に負けはない！	
〇	114	じゅくれん戦女神	女神系	monster		〇	653	114	4	180	70	23	1000	101	walk	normal		(direct_attack(), StrongSlash, [attack(100,attribute:normal_attack, hit_effect:StrongSlashHit)])	1																							113		15	○	○	特殊能力なし		私が最強の女神だと証明する日です。\nさあ、最強の軍勢よ！我らの前に立ちはだかる敵を打ち砕きなさい！	
〇	115	レイス	レイス系	monster	random_promote,undead	〇	53	115	1	60	25	5	30	801	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(act_first: true)																				116			4	○	○	モンスターを攻撃する\n進化すると正体をあらわす		キシャー！（命が欲しい）\nキシャシャシャー！（時間がほしい）	
〇	116	悪霊レイス	レイス系	monster	random_promote,undead	〇	54	116	2	100	45	10	150	801	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(act_first: true)																				117	115		4	○	○	モンスターを攻撃する\n進化すると正体をあらわす		キシャー！（若さがうらめしい）\nキシャシャ！（生者がうらめしい）	
〇	117	幽鬼レイス	レイス系	monster	random_promote,undead	〇	596	117	3	170	100	20	300	801	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(act_first: true)																				115	116		4	○	○	モンスターを攻撃する\n進化すると正体をあらわす		キシャー！（死こそ救い）\nキシャシャシャー！\n（さあ、死神のもとへ）	
〇	118	おに娘	おに娘系	monster		〇	657	118	1	85	17	6	100	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1			25		落雷	(around_any(2),FloorFlashBig5nef, [Nothing()])\n(self(), SkillWaitFastLight, [nothing()])\n(around_any(2, limit:1,target:both), SensitiveThunder, [attack(amount:30)])																119			4	○	○	飛行移動\n周囲に雷魔法を放つ(30)		オラ、里の見学に来てやったべ。\n実はな、強い婿さんが欲しいんよ、\n女さ磨いて口説けば手に入るべがの？	
〇	119	かみなり娘	おに娘系	monster		〇	656	119	2	180	50	18	700	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1			25		大落雷	(around_any(3), FloorFlashBig7nef, [Nothing()])\n(self(),SkillWaitFastLight, [nothing()])\n(around_any(3, limit:2,target:both), SensitiveThunder, [attack(amount:40)])																120	118		4	○	○	飛行移動\n周囲に雷魔法を放つ(40)		はぁ～、ここが都会だべ。\nこんき人がおれば婿も見つかりそうだべ	
〇	120	いばらきどうじ	おに娘系	monster		〇	610	120	3	270	80	30	1200	101	fly	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1			25		超落雷	(around_any(4),FloorFlashBig9nef, [Nothing()])\n(self(),SkillWaitFastLight, [nothing()])\n(around_any(4, limit:3,target:both), SensitiveThunder, [attack(amount:50)])																	119		4	○	○	飛行移動\n周囲に雷魔法を放つ(50)		さぁーて、今日も派手に遊ぼうぜ！\nあたしがこの金棒で守ってやるから！\n（こんき強ぅなれば婿も選び放題♪）	
〇	121	白面九尾の狐	キツネ系	monster		〇	200	121	2	100	30	12	700	101	walk	normal		(direct_attack(), ViciousMagic, [attack(100,attribute:normal_attack, hit_effect:ViciousMagicHit)])	1			10		タマモマジック	(around_any(5), SkillWaitFastDark, [Nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(around_any(5, limit:1,target:others), TamamoEffect, [set_status(4,status:[sleep])])																122			15	○	○	睡眠魔法を放つ		こんこん♪妾の美貌を保つが大事。\nこの世の金はあぶく銭。\n湯水のように使うが華よ。	
〇	122	金毛九尾の狐	キツネ系	monster		〇	171	122	3	160	60	22	1500	101	walk	normal		(direct_attack(), ViciousMagic, [attack(100,attribute:normal_attack, hit_effect:ViciousMagicHit)])	1			10		キュウビマジック	(around_any(10), SkillWaitFastDark, [Nothing()])\n(self(), FloorFlashBig21, [nothing()])\n(around_any(10, limit:1,target:others), TamamoEffect, [set_status(4,status:[sleep])])																123	121		15	○	○	睡眠魔法を放つ		我が名は九尾。\n白面金毛九尾の狐と名高い妖魔の長。\nお主にもたらすは富か破滅か。	
〇	123	妖怨九尾の狐	キツネ系	monster		〇	527	123	4	240	90	30	3000	101	walk	normal		(direct_attack(), ViciousMagic, [attack(100,attribute:normal_attack, hit_effect:ViciousMagicHit)])	1			10		オンネンマジック	(around_any(20), SkillWaitFastDark, [Nothing()])\n(self(), FloorFlashBig41, [nothing()])\n(around_any(20, limit:1,target:others), TamamoEffect, [set_status(4,status:[sleep])])																	122		15	○	○	睡眠魔法を放つ		人の怨みの力が集まってきたのぅ。\nさて、どれだけの力が振るえるか\n楽しみでしかたないのぅ♪	
〇	124	ようかい犬	ようかい系	monster			495	124	1	70	26	6	120	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1													ヌエ生成[翻訳必要なし]	on_spawned()	(self(), none, [set_status(255, status:[transparent,snooze])])							125			15	○	○	透明なモンスター		バウワウ（オレ、ヨワイ。オレ、ツヨクナル）	
〇	125	ヌエ	ようかい系	monster			361	125	2	100	42	11	500	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1													ヌエ生成[翻訳必要なし]	on_spawned()	(self(), none, [set_status(255, status:[transparent,snooze])])							126	124		15	○	○	透明なモンスター		ヒョーヒョー(オマエ、オレサワル。\nオレ、オマエジョウカスル…)	
〇	126	ケルベロス	ようかい系	monster			252	126	3	200	120	30	1500	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1													ヌエ生成[翻訳必要なし]	on_spawned()	(self(), none, [set_status(255, status:[transparent,snooze])])								125		15	○	○	透明なモンスター		ガウッ！ガルルル！\n（オマエノ頭、丸齧リシタイ！）	
〇	127	グリフォン	グリフォン系	monster		〇	72	127	1	65	17	4	80	101	fly	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	2																						128			4	○	○	倍速飛行移動		聖獣として様々な場所の\n守護をしておる。\nいたずらは許さんぞ？	
〇	128	天空グリフォン	グリフォン系	monster		〇	70	128	2	100	34	10	450	101	fly	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	2																						129	127		4	○	○	倍速飛行移動		我は炎を操る聖獣。我が許し無き者よ。\n聖域に入ることは能わん！	
〇	129	伝説グリフォン	グリフォン系	monster		〇	186	129	3	170	70	20	1300	101	fly	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	2																							128		4	○	○	倍速飛行移動		我は絶対零度の吹雪を生み出す天空の支配者。息すら凍る吹雪の中、その闘志が保てるか試してやろう。	
〇	130	かみつきカイマン	ワニ系	monster		〇	524	130	1	27	7	1	12	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																						131			1	○	○	特殊能力なし		首から下がどうなっているかだって？\nそれは内緒さ♪	
〇	131	ワニ戦士	ワニ系	monster		〇	523	131	2	140	48	16	600	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																						132	130		15	○	○	特殊能力なし		俺は数々の戦場を生き抜いた戦士！\n歴戦の戦士の力、とくと味わえ！	
〇	132	水神セベク	ワニ系	monster		〇	509	132	3	200	85	28	1200	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																							131		15	○	○	特殊能力なし		見よ！この筋肉を！\nこの美しい筋肉の糧となれることを\n光栄に思うがよい！	
〇	133	トラフカラッパ	カニ系	monster		〇	538	133	1	21	6	3	9	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1																						134			1	○	○	特殊能力なし		カニだからってバカにしていると\n痛い目を見るよ！	
〇	134	ローレライ	カニ系	monster		〇	275	134	2	120	30	13	450	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(skill_cooldown: 5)	25		回復魔法	(around_any(5), SkillWaitFastWater, [nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(around_any(5, limit:3,target:ours), none, [heal(amount:50, hit_effect:HitHealEx),clear_status(status_group:bad_status)])																135	133		15	○	○	モンスターを回復して悪い状態異常を解除		ラララ～♪どうきれいな歌声でしょ？\nあら？眠くなって来たの？\nふふふ、いいのよゆっくりお休み…	
〇	135	姫さまローレライ	カニ系	monster		〇	383	135	3	210	65	28	1200	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(skill_cooldown: 5)	25		回復魔法	(around_any(5), SkillWaitFastWater, [nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(around_any(5, limit:3,target:ours), none, [heal(amount:100, hit_effect:HitHealEx),clear_status(status_group:bad_status)])																136	134		15	○	○	モンスターを回復して悪い状態異常を解除		私は人魚たちを束ねるもの。\n私の歌声は聞かないほうがいいわ。\n二度と戻れなくなるわよ…	
〇	136	神海の主	カニ系	monster		〇	544	136	4	270	95	38	2000	101	walk	normal		(direct_attack(), NormalAttack, [attack(100,attribute:normal_attack, hit_effect:NormalAttackHit)])	1		(skill_cooldown: 5)	25		回復魔法	(around_any(5), SkillWaitFastWater, [nothing()])\n(self(), FloorFlashBig11, [nothing()])\n(around_any(5, limit:3,target:ours), none, [heal(amount:200, hit_effect:HitHealEx),clear_status(status_group:bad_status)])																	135		15	○	○	モンスターを回復して悪い状態異常を解除		深淵なる水の世界へようこそ。\n我らと共に生きる事を選ぶのなら、\nあなたを歓迎いたしましょう。	
〇	137	レッドドラゴン	レッドドラゴン系	monster			169	137	3	140	45	15	900	103	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			50		NoMessage	(straight(10), FireBall2, [attack(amount:40, attribute:fire_attack, hit_effect:HitExplosionBig)])																138			15	○	○	炎のブレスを放つ(40)		あまねく暴挙を私は許さぬ。\nこの憤怒の炎にて断罪しよう！	
〇	138	グランドル	レッドドラゴン系	monster			285	138	4	230	100	32	2200	103	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			50		NoMessage	(straight(10), FireBall2, [attack(amount:50, attribute:fire_attack, hit_effect:HitExplosionBig)])																139	137		15	○	○	炎のブレスを放つ(50)		我が聖域を侵す者は誰だ！\nこの炎にて、懲らしめてやろう！！	
〇	139	グレファシス	レッドドラゴン系	monster			506	139	5	350	165	50	5000	103	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			50		NoMessage	(straight(10), FireBall2, [attack(amount:60, attribute:fire_attack, hit_effect:HitExplosionBig)])																	138		15	○	○	炎のブレスを放つ(60)		俺の炎は原初の炎。\nこの地上のいかなる障害も\n我が炎を妨ぐことは出来ん！	
〇	140	リンドブルム	ブルードラゴン系	monster			99	140	3	160	40	12	1000	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			25	(charge:1)	水竜の裁き	(straight(5,pierce:true), SkillWaitFastWater, [nothing()])\n(straight(255,pierce:true), FireBallBlue, [attack(amount:60,hit_effect:HitBlueRush)])																141			15	○	○	1ターンチャージの後に、貫通レーザー攻撃を放つ(60)		眼前に立つもの全てを穿つ、\nこの我が怒りを受けるが良い！	
〇	141	ヒャルドル	ブルードラゴン系	monster			286	141	4	240	90	30	3000	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			25	(charge:1)	水竜の裁き	(straight(5,pierce:true), SkillWaitFastWater, [nothing()])\n(straight(255,pierce:true), FireBallBlue, [attack(amount:80,hit_effect:HitBlueRush)])																142	140		15	○	○	1ターンチャージの後に、貫通レーザー攻撃を放つ(80)		我が叡智に触れんとする者は誰だ！\nこの水の魔力、侮るではないぞ！	
〇	142	ヨルミュード	ブルードラゴン系	monster			578	142	5	350	160	45	6000	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			25	(charge:1)	水竜の裁き	(straight(5,pierce:true), SkillWaitFastWater, [nothing()])\n(straight(255,pierce:true), FireBallBlue, [attack(amount:100,hit_effect:HitBlueRush)])																	141		15	○	○	1ターンチャージの後に、貫通レーザー攻撃を放つ(100)		私の氷は絶対零度。\n火竜の炎さえ凍り付かせて見せよう！	
〇	143	ピグチェン	ピグチェン系	monster			141	143	2	95	28	9	300	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			25		ウィンドブレス	(beam(3), SkillWaitFast, [Nothing()])\n(beam(3), SkillPigchenBreath, [attack(amount:30,hit_effect:OriginAttack)])																144			15	○	○	幅3距離3のブレス攻撃を放つ(30)		あれれ？お母さんどこ？\nまだ卵の中で眠っていたいよぅ。	
〇	144	グリーンドラゴン	ピグチェン系	monster			78	144	3	130	40	13	800	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			25		ウィンドブレス	(beam(3), SkillWaitFast, [Nothing()])\n(beam(3), SkillPigchenBreath, [attack(amount:40,hit_effect:OriginAttack)])																145	143		15	○	○	幅3距離3のブレス攻撃を放つ(40)		我が風と爪の前に立ちはだかるとは…。\n我が逆鱗に触れる前に消え失せよ。	
〇	145	ソニッド	ピグチェン系	monster			287	145	4	240	100	32	3000	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			25		ウィンドブレス	(beam(3), SkillWaitFast, [Nothing()])\n(beam(3), SkillPigchenBreath, [attack(amount:50,hit_effect:OriginAttack)])																146	144		15	○	○	幅3距離3のブレス攻撃を放つ(50)		我が大地を汚そうとする者は誰だ！\nこの樹と風の魔力、とくと見るがよい！	
〇	146	アルヴォール	ピグチェン系	monster			543	146	5	350	170	50	5000	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			25		ウィンドブレス	(beam(3), SkillWaitFast, [Nothing()])\n(beam(3), SkillPigchenBreath, [attack(amount:60,hit_effect:OriginAttack)])																	145		15	○	○	幅3距離3のブレス攻撃を放つ(60)		大地の怒りに抗う力があるか！？\n我が大翼の一薙にて吹き飛してやろう！	
〇	147	ファフニール	光竜系	monster			619	147	3	110	55	12	600	104	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1		(skill_cooldown: 10)	10		瞬間移動	(player(5), SkillWaitFastSecond, [Nothing()])\n(player(5), none, [warp(1,attribute:lock_on)])																148			15	○	○	ロゼの近くにワープ移動する		我が拳は黄金を奪い愛でるために。\n我が脚は黄金を探し敵を屠るために。\n今宵の獲物よ、死の覚悟はできたかい？	
〇	148	アルマルド	光竜系	monster			295	148	4	230	90	30	3000	104	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1		(skill_cooldown: 10)	10		瞬間移動	(player(5), SkillWaitFastSecond, [Nothing()])\n(player(5), none, [warp(1,attribute:lock_on)])																149	147		15	○	○	ロゼの近くにワープ移動する		我が黄金を盗み出そうとするのは誰だ！\nこの雷光にて、貴様に鉄槌を下そう！	
〇	149	グリュエント	光竜系	monster			710	149	5	350	150	50	5000	104	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1		(skill_cooldown: 10)	10		瞬間移動	(player(5), SkillWaitFastSecond, [Nothing()])\n(player(5), none, [warp(1,attribute:lock_on)])																	148		15	○	○	ロゼの近くにワープ移動する		我が力の迸りは紫電一閃。\n雷鳴の如く罪人の喉元を喰らうだろう。	
〇	150	カサカサ	カサカサ系	monster	unclean	〇	549	150	1	70	22	6	90	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			10		アシッドブレス	(straight(2), SkillWaitFast, [nothing()])\n(self(),EnemyAttack, [nothing()])\n(self(), none, [random_skill(skill_lot:[(133, 10), (134, 10)])])																151			1	○	○	武器か盾を劣化させる酸を放つ		ムー（来るな）、ムムー（溶かすぞ）。	
〇	151	ブラックドラゴン	カサカサ系	monster	unclean	〇	623	151	2	100	40	11	800	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			10		アシッドブレス	(straight(2), SkillWaitFast, [nothing()])\n(self(),EnemyAttack, [nothing()])\n(self(), none, [random_skill(skill_lot:[(135, 10), (136, 10)])])																152	150		1	○	○	武器か盾を劣化させる酸を放つ		ヴォー（獲物見つけた）！\nヴォヴォー（食ってやる）！	
〇	152	ニーズヘッグ	カサカサ系	monster	unclean	〇	622	152	3	200	80	25	3000	101	walk	normal		(direct_attack(), ExtraSlash, [attack(100,attribute:normal_attack, hit_effect:ExtraSlashHit)])	1			10		アシッドブレス	(straight(2), SkillWaitFast, [nothing()])\n(self(),EnemyAttack, [nothing()])\n(self(), none, [random_skill(skill_lot:[(137, 10), (138, 10)])])																	151		1	○	○	武器か盾を劣化させる酸を放つ		私のかわいいかわいいドラゴンちゃん。\n私のためにあいつと戦ってちょうだい。	
